Identifiant¤Date (AAAA/MM/JJ)¤Heure¤Nom¤Région épicentrale¤Choc¤X RGF93/L93¤Y RGF93/L93¤Latitude en WGS 84¤Longitude en WGS 84¤Intensité épicentrale¤Qualité intensité épicentrale
590003¤978/07/02¤¤HAINAUT (CHARLEROI ?)¤BELGIQUE¤¤812500.08¤7045867.80¤50.50¤4.58¤6¤ARBITRAIRE
1100026¤954/¤12 h¤PAYS DE LIEGE (LIEGE ?)¤BELGIQUE¤¤882985.65¤7064446.42¤50.65¤5.58¤¤INFORMATION ISOLÉE
160001¤939/¤¤ANGOUMOIS (ANGOULEME)¤CHARENTES¤¤478075.43¤6509611.52¤45.65¤0.15¤7¤INFORMATION ISOLÉE
1110203¤922/¤16 h¤SOUABE (W. MEMMINGEN ?)¤ALLEMAGNE¤¤1252319.03¤6792581.47¤48.00¤10.42¤¤
1100027¤881/12/30¤¤FLANDRES (GAND ?)¤BELGIQUE¤¤751538.74¤7106278.76¤51.05¤3.73¤¤INFORMATION ISOLÉE
210035¤872/12/03¤¤COTE DIJONNAISE (DIJON ?)¤BOURGOGNE¤¤853583.12¤6692682.34¤47.32¤5.03¤¤
580001¤870/¤¤PUISAYE ?¤NIVERNAIS¤¤716280.87¤6722202.41¤47.60¤3.22¤6¤ARBITRAIRE
1110142¤859/¤¤TAUNUS (MAYENCE)¤ALLEMAGNE¤¤1077669.89¤7001654.66¤50.00¤8.27¤6.5¤INFORMATION ISOLÉE
1100006¤858/01/01¤19 h¤HAINAUT (CHARLEROI ?)¤BELGIQUE¤¤790270.31¤7028754.47¤50.35¤¤6¤ARBITRAIRE
490005¤855/01¤16 h¤LOUDUNOIS ?¤POITOU¤¤464575.03¤6662003.94¤47.02¤-0.10¤¤
1150107¤849/02/18¤9 h¤"""ANGLETERRE"""¤GRANDE-BRETAGNE¤¤564969.13¤7325566.59¤53.00¤1.00¤¤INFORMATION ISOLÉE
500003¤845/03/29¤¤BOCAGE NORMAND (COUTANCES ?)¤NORMANDIE¤¤362305.24¤6865385.89¤48.80¤-1.60¤¤
790002¤845/03/23¤¤PLAINES DU HAUT-POITOU (POITIERS ?)¤POITOU¤¤497120.83¤6612659.32¤46.58¤0.35¤¤
490007¤843/09/07¤¤LOUDUNOIS ?¤POITOU¤¤464575.03¤6662003.94¤47.02¤-0.10¤6¤ARBITRAIRE
490008¤843/09/07¤2 h¤VAL D'ANJOU (ANGERS)¤ANJOU¤¤432668.50¤6713378.05¤47.47¤-0.55¤¤
790003¤843/09/06¤¤PLAINES DU HAUT-POITOU (POITIERS ?)¤POITOU¤¤497120.83¤6612659.32¤46.58¤0.35¤¤
490009¤843/09/06¤4 h¤VAL D'ANJOU (ANGERS)¤ANJOU¤¤432668.50¤6713378.05¤47.47¤-0.55¤¤
350002¤842/10/25¤¤MARAIS DE DOL (DOL-DE-BRETAGNE)¤BRETAGNE¤¤349635.56¤6838293.73¤48.55¤-1.75¤¤INFORMATION ISOLÉE
1110143¤842/10/24¤11 h¤HAUTES-FAGNES (AIX-LA-CHAPELLE)¤ALLEMAGNE¤¤919055.27¤7078755.00¤50.77¤6.10¤¤INFORMATION ISOLÉE
1130001¤838/01/18¤17 h¤LOMBARDIE (VERONE)¤ITALIE¤¤1303366.98¤6527836.00¤45.58¤10.75¤8.5¤INCERTAINE
1100109¤823/¤9 h¤PAYS DE LIEGE ?¤BELGIQUE¤¤869947.30¤7065893.04¤50.67¤5.40¤6¤ARBITRAIRE
1110204¤815/09¤¤FORET NOIRE (ST-BLASIEN)¤ALLEMAGNE¤¤1084256.55¤6753191.68¤47.77¤8.13¤¤INFORMATION ISOLÉE
1110205¤803/¤¤FORET NOIRE (ST-BLASIEN)¤ALLEMAGNE¤¤1084256.55¤6753191.68¤47.77¤8.13¤¤INFORMATION ISOLÉE
1110206¤801/¤¤FORET NOIRE (ST-BLASIEN)¤ALLEMAGNE¤¤1084256.55¤6753191.68¤47.77¤8.13¤¤INFORMATION ISOLÉE
1110144¤799/04/08¤¤HAUTES-FAGNES (AIX-LA-CHAPELLE)¤ALLEMAGNE¤¤919055.27¤7078755.00¤50.77¤6.10¤¤INFORMATION ISOLÉE
760009¤782/08/13¤6 h¤BASSE-VALLEE DE LA SEINE (ROUEN)¤NORMANDIE¤¤550202.53¤6933511.42¤49.48¤0.93¤5¤INCERTAINE
760010¤590/06/14¤¤BASSE-VALLEE DE LA SEINE (ROUEN)¤NORMANDIE¤REPLIQUE¤560937.69¤6927675.74¤49.43¤1.08¤¤INFORMATION ISOLÉE
1110145¤584/12¤¤TAUNUS (MAYENCE)¤ALLEMAGNE¤GROUPE DE SECOUSSES D UN ESSAIM¤1080056.60¤7001814.59¤50.00¤8.30¤¤INFORMATION ISOLÉE
270001¤582/¤¤ROUMOIS (ELBEUF)¤NORMANDIE¤¤553115.63¤6905614.33¤49.23¤0.98¤¤
1140082¤580/¤22 h¤CATALOGNE (RIPOLL)¤ESPAGNE¤GROUPE DE SECOUSSES D UN ESSAIM¤632429.55¤6122546.16¤42.20¤2.18¤¤
30001¤580/¤2 h¤PLATEAUX JURASSIENS (LONS-LE-SAULNIER ?)¤FRANCHE-COMTE¤¤915580.89¤6650143.40¤46.92¤5.83¤7¤ARBITRAIRE
